ID,PredictedProb
0,0.324308205858
1,0.77771230584
2,0.779072029674
7,0.542094986117
10,0.802168850806
11,0.597033013867
13,0.919670951998
14,0.519924520754
15,0.890338872248
16,0.841324987891
17,0.707356079691
18,0.749295298193
19,0.741995401923
20,0.873337740675
25,0.925779861808
26,0.769249679665
29,0.724080361376
38,0.959466516111
41,0.957650544994
44,0.581507596331
45,0.371572237634
47,0.61848223654
48,0.702224557381
49,0.782474187438
50,0.730445171059
53,0.475266089384
56,0.529508942657
59,0.850271810767
60,0.621789115119
64,0.827193812453
65,0.947453263179
66,0.746738592754
68,0.853665524469
69,0.737217363108
70,0.942147389588
71,0.803296990261
72,0.659983215145
76,0.825880528678
80,0.805716538261
82,0.603815865772
83,0.902119248449
85,0.95789135798
86,0.830848999088
87,0.722578569329
89,0.778474818817
97,0.79790430906
99,0.696613071602
101,0.837588068634
102,0.263268268923
103,0.571275970201
104,0.566836867683
106,0.907546479657
107,0.549249562425
109,0.879256849203
111,0.443995036049
113,0.770370821847
114,0.545962383426
118,0.857033294235
119,0.712621815814
120,0.792817995469
123,0.688727444469
128,0.323432444588
129,0.703686442063
131,0.728561042402
133,0.641009833185
134,0.682489625876
136,0.90864044936
137,0.705643234205
139,0.772325344899
140,0.864651494385
142,0.726502540843
144,0.674500161262
146,0.907372916362
147,0.799332037135
148,0.930410590729
150,0.238740650391
151,0.182994717685
152,0.960934653825
155,0.949027729178
158,0.848720042337
159,0.645367914048
160,0.945321572383
161,0.707656738114
165,0.948801095144
166,0.424101913001
170,0.909086510988
171,0.731547284098
174,0.73197777137
175,0.663633563106
179,0.767544318282
180,0.95626325743
181,0.824937950731
184,0.621264359766
185,0.527928785565
187,0.856090608717
188,0.729975528156
190,0.748166986658
191,0.724801788869
192,0.532145476925
193,0.857070284109
196,0.840302083066
197,0.546722615538
198,0.598860855491
205,0.117573215216
211,0.804023860338
213,0.658953296602
214,0.830492400741
217,0.47677461334
218,0.874252536624
221,0.74864066125
222,0.587933787412
225,0.736909976883
229,0.597237669085
236,0.579807020897
237,0.874289761748
238,0.726294759172
239,0.971211679751
242,0.694333107841
245,0.914127199012
246,0.815097676984
247,0.847725511416
248,0.963531574134
254,0.895788683447
255,0.565197537174
257,0.947299656052
259,0.761060320312
264,0.893281397066
270,0.7113292714
272,0.814989602887
274,0.42659822433
275,0.456715953857
278,0.730180682844
280,0.319383562766
281,0.207874756443
282,0.301604628088
283,0.837596459059
284,0.932234817089
286,0.951250452915
287,0.928222307127
288,0.841800889663
289,0.882117515119
290,0.615070699552
291,0.616281159291
294,0.591579688558
295,0.347046565804
297,0.600832439509
299,0.670017094426
305,0.756345784221
307,0.480655750775
308,0.851078119961
313,0.61899574773
314,0.776355506745
315,0.827430406364
316,0.901362974269
317,0.847500346056
319,0.620135944984
322,0.862663995939
323,0.791969291058
324,0.841685076586
326,0.850051470075
327,0.694174326875
329,0.972749164988
330,0.0876611947567
331,0.448873062609
336,0.373816382881
337,0.48469057766
338,0.855076160851
340,0.943712764146
345,0.33423068023
347,0.904222177262
348,0.793062980354
350,0.98567097711
352,0.757251826228
356,0.928428525563
357,0.943369093946
358,0.958616864349
359,0.81728544002
361,0.757029084192
363,0.359148383204
364,0.807792726019
368,0.822632312944
376,0.959135320046
378,0.740663439494
382,0.772769086524
384,0.580036803658
385,0.955866372995
388,0.132012458397
389,0.962726458432
391,0.559045794182
392,0.662628016142
395,0.831717977916
396,0.814562903516
397,0.810547401083
399,0.674562122223
404,0.902904458548
407,0.376200378144
409,0.824576216108
410,0.810441669514
413,0.705689456086
414,0.571167378863
416,0.738333270891
418,0.702833368745
419,0.768364852259
420,0.803445406234
422,0.97787137316
423,0.731916998755
427,0.741072382959
429,0.988891785638
430,0.553548640127
431,0.696812328301
432,0.625192755582
433,0.889346496135
434,0.123219275695
436,0.787840317784
437,0.91989688712
451,0.767036490316
452,0.786593779072
454,0.515177180564
457,0.840786147024
458,0.824608733766
460,0.533968978678
461,0.961249062596
462,0.789146463131
463,0.7890702739
465,0.940938149157
467,0.873479618537
473,0.863956592977
474,0.91416538961
480,0.0884405565933
481,0.695378955744
483,0.961124524527
484,0.523157789595
485,0.506250385554
487,0.820160601155
490,0.963540361957
491,0.782295578082
492,0.686855989778
496,0.803897860924
497,0.557613737012
498,0.688265448077
499,0.837819557862
501,0.680444401373
502,0.747059433006
503,0.820858278668
506,0.91015058953
507,0.853698538988
508,0.598001428579
509,0.774577975185
510,0.813968754356
511,0.845443478928
513,0.781877816767
515,0.918738516303
521,0.512330829859
522,0.822607545714
523,0.878669460392
525,0.84939011954
529,0.862518416851
530,0.65036294765
531,0.624303552457
533,0.763113482762
534,0.686912197133
535,0.920554269045
537,0.643872510829
541,0.608613253684
542,0.796816129206
543,0.747599984263
544,0.836657755503
545,0.619535402102
549,0.829801358717
550,0.919590952449
551,0.867989926637
553,0.626162294483
556,0.859078578162
558,0.482707306089
560,0.618653626067
563,0.528475456344
564,0.950357623736
567,0.472463771762
572,0.585928708719
573,0.955420196381
577,0.881387252729
583,0.804198078717
584,0.835536121026
585,0.712885223986
586,0.68618102202
588,0.695488623435
590,0.647823986805
591,0.714742672438
593,0.963116933531
594,0.78035671385
597,0.677817350376
598,0.694594383143
599,0.882033317697
603,0.778878267471
604,0.705333016715
606,0.92172854736
607,0.587884260361
609,0.78299670686
614,0.85533959287
615,0.908219066907
616,0.571937765643
617,0.871302183455
618,0.848846113993
619,0.815435291082
620,0.90198656988
623,0.685548550743
625,0.724938899874
626,0.816657891632
627,0.899465251508
632,0.94437985287
633,0.558736849734
634,0.818425355472
635,0.767039646783
636,0.77904458995
637,0.769604637134
638,0.799429976899
639,0.895525955242
642,0.524545491369
643,0.814927186731
