ID,PredictedProb
0,0.319446311724
1,0.791954552326
2,0.813536672279
7,0.552041394854
10,0.811404085198
11,0.603934910381
13,0.92491367281
14,0.530106746423
15,0.890060614137
16,0.843332418627
17,0.723685437962
18,0.76795892035
19,0.762272048628
20,0.867720240008
25,0.910828178515
26,0.784364320835
29,0.726717787547
38,0.966639573676
41,0.943725661298
44,0.589102210159
45,0.335311094511
47,0.660695121209
48,0.688626974049
49,0.776111495122
50,0.8188257299
53,0.47140918913
56,0.525477078287
59,0.85102391077
60,0.640920567685
64,0.817586204362
65,0.953356564712
66,0.786642342398
68,0.865235231367
69,0.72542911674
70,0.930221923732
71,0.822214853217
72,0.647223294657
76,0.837854066197
80,0.791976042177
82,0.639668943934
83,0.911544496351
85,0.940413956133
86,0.848232121769
87,0.727119843551
89,0.77003572698
97,0.818611817817
99,0.682266365308
101,0.843717485455
102,0.270409474005
103,0.577418245428
104,0.578842158116
106,0.923845851267
107,0.591711331374
109,0.883164981386
111,0.455227208546
113,0.775988747916
114,0.546934068636
118,0.861159020618
119,0.714516870753
120,0.822437190799
123,0.689337881959
128,0.254379087176
129,0.728163143181
131,0.815992160762
133,0.665523248921
134,0.687958674492
136,0.917591493723
137,0.696419066704
139,0.773119506241
140,0.867399201514
142,0.730303391424
144,0.730141008616
146,0.89600208399
147,0.773801166666
148,0.917424134777
150,0.231304551597
151,0.164680317545
152,0.971401864996
155,0.95449262627
158,0.864924137081
159,0.640632218707
160,0.946013556659
161,0.708132706747
165,0.944706520992
166,0.444196763546
170,0.909823777199
171,0.748632978801
174,0.738730438701
175,0.661694045486
179,0.784699258438
180,0.94581714216
181,0.821291649159
184,0.610979265286
185,0.508578284405
187,0.876692208283
188,0.759295963398
190,0.77944979487
191,0.728325924968
192,0.545716475333
193,0.843757436121
196,0.846149446975
197,0.557326121682
198,0.607078558757
205,0.109025523091
211,0.818901565717
213,0.689463596774
214,0.828003949156
217,0.488118193392
218,0.862438417572
221,0.768311371995
222,0.582695473953
225,0.790676439347
229,0.670083105486
236,0.57815323914
237,0.890188389963
238,0.743616687331
239,0.972589608911
242,0.685224500896
245,0.910879798697
246,0.819677535277
247,0.879713127525
248,0.960997142247
254,0.903768576624
255,0.545622647933
257,0.954717936827
259,0.765716880897
264,0.904447485725
270,0.720124283604
272,0.797214151389
274,0.473705388486
275,0.486220508892
278,0.785289203288
280,0.304529329518
281,0.217059241997
282,0.295730916478
283,0.842444653511
284,0.941295664121
286,0.935527172113
287,0.932536940697
288,0.860364843365
289,0.870706534681
290,0.619740072452
291,0.652326593167
294,0.589730825447
295,0.338840746753
297,0.618704734824
299,0.684748389811
305,0.785464332572
307,0.473064067373
308,0.828851307662
313,0.641886762275
314,0.781196382753
315,0.827771511471
316,0.917351045377
317,0.851059207947
319,0.621565060895
322,0.857018637809
323,0.806314874541
324,0.855725552282
326,0.859638524281
327,0.679919166295
329,0.974908195952
330,0.0974850283942
331,0.442867511605
336,0.37852816022
337,0.470131300428
338,0.858684821831
340,0.947093901708
345,0.363212078668
347,0.902944850654
348,0.785902092941
350,0.982552320445
352,0.759875594117
356,0.937535333664
357,0.944888264256
358,0.952012757914
359,0.815369464516
361,0.748890395561
363,0.346606587461
364,0.800649401866
368,0.824797745643
376,0.968881571084
378,0.737558862296
382,0.783749488579
384,0.564991312228
385,0.960639025344
388,0.135922196131
389,0.967374564115
391,0.62329732154
392,0.672768956158
395,0.842535724476
396,0.81617238584
397,0.778241312224
399,0.71743112721
404,0.908364504607
407,0.380079088601
409,0.831893045875
410,0.813133103416
413,0.754606365025
414,0.561234258248
416,0.755500900846
418,0.735999489772
419,0.769382983391
420,0.827419959728
422,0.97098087814
423,0.763847188283
427,0.700183087349
429,0.986422170841
430,0.564453150376
431,0.710926649429
432,0.665237065125
433,0.901522598694
434,0.130182034844
436,0.75987095601
437,0.900269499911
451,0.759680838306
452,0.783654038764
454,0.581110701811
457,0.850503109545
458,0.843029306746
460,0.520967108608
461,0.955975240114
462,0.776751039506
463,0.812884343068
465,0.949178271996
467,0.873426022519
473,0.870014691359
474,0.918162824067
480,0.102527990875
481,0.700853015629
483,0.956887013354
484,0.550683120999
485,0.536590902634
487,0.862694521318
490,0.959374446705
491,0.801382137678
492,0.679093142066
496,0.818974385801
497,0.579963890657
498,0.705643619683
499,0.858529694296
501,0.708221040215
502,0.829935690843
503,0.839876276363
506,0.904954545941
507,0.826495303963
508,0.586267424539
509,0.770015815065
510,0.794723546661
511,0.856869759642
513,0.788806240145
515,0.921167097977
521,0.527507807085
522,0.807059442611
523,0.883916223354
525,0.855652542722
529,0.861530407039
530,0.63643393978
531,0.654268146763
